name,year,citationcount,affiliation,paperID
Zhicheng Liu,2008,51,Georgia Institute of Technology,53e9a9e6b7602d9703347f22
Neel Parekh,2008,51,Georgia Institute of Technology,53e9a9e6b7602d9703347f22
Kanupriya Singhal,2008,51,Georgia Institute of Technology,53e9a9e6b7602d9703347f22
John Stasko,2008,51,Georgia Institute of Technology,53e9a9e6b7602d9703347f22
Jia Li,1998,35,"Department of Computer Science, University of Maryland, College Park, MD",53e9a9e6b7602d9703348989
Catherine Plaisant,1998,35,"Human Computer interaction Laboratory, University of Maryland, College Park, MD",53e9a9e6b7602d9703348989
Ben Shneiderman,1998,35,"Department of Computer Science and Institute for Systems Research, University of Maryland, College Park, MD",53e9a9e6b7602d9703348989
Adam Perer,2006,306,"Department of Computer Science, University of Maryland, College Park, MD 20742",53e9a9f7b7602d970335d8b7
Ben Shneiderman,2006,306,IEEE,53e9a9f7b7602d970335d8b7
Jiansu Pu,2014,9,"Hong Kong Univ Sci & Technol, Dept Comp Sci, Hong Kong 999077, Hong Kong, Peoples R China",53e9a9f7b7602d970335e104
Siyuan Liu,2014,9,"Carnegie Mellon Univ, Heinz Coll, ILab, Pittsburgh, PA 15601 USA",53e9a9f7b7602d970335e104
Panpan Xu,2014,9,"Hong Kong Univ Sci & Technol, Dept Comp Sci, Hong Kong 999077, Hong Kong, Peoples R China",53e9a9f7b7602d970335e104
Huamin Qu,2014,9,"Hong Kong Univ Sci & Technol, Dept Comp Sci, Hong Kong 999077, Hong Kong, Peoples R China",53e9a9f7b7602d970335e104
Lionel M. Ni,2014,9,"Hong Kong Univ Sci & Technol, Dept Comp Sci, Hong Kong 999077, Hong Kong, Peoples R China",53e9a9f7b7602d970335e104
Ben Shneiderman,2007,17,"University of Maryland, College Park",53e9a9fcb7602d9703362d5f
Ben Shneiderman,1983,32,,53e9aa02b7602d970336e4a7
Kwan-Liu Ma,2006,3,"University of California, Davis",53e9aa32b7602d97033a067f
Haixia Zhao,2003,9,"University of Maryland, College Park",53e9aa3bb7602d97033aa7e3
Ben Shneiderman,2003,9,"University of Maryland, College Park",53e9aa3bb7602d97033aa7e3
Catherine Plaisant,2003,9,"University of Maryland, College Park",53e9aa3bb7602d97033aa7e3
Weiwei Cui,2012,38,Hong Kong University of Science and Technology,53e9aa4fb7602d97033bda5e
Huamin Qu,2012,38,Hong Kong University of Science and Technology,53e9aa4fb7602d97033bda5e
Hong Zhou,2012,38,Shenzhen University,53e9aa4fb7602d97033bda5e
Wenbin Zhang,2012,38,State University of New York at Stony Brook,53e9aa4fb7602d97033bda5e
Steve Skiena,2012,38,State University of New York at Stony Brook,53e9aa4fb7602d97033bda5e
Ben Shneiderman,1991,31,,53e9aa66b7602d97033d9fb1
Catherine Plaisant,1991,31,,53e9aa66b7602d97033d9fb1
Rodrigo Botafogo,1991,31,,53e9aa66b7602d97033d9fb1
Don Hopkins,1991,31,,53e9aa66b7602d97033d9fb1
William Weiland,1991,31,,53e9aa66b7602d97033d9fb1
Ben Shneiderman,1982,91,"UNIV MARYLAND,DEPT COMP SCI,COLLEGE PK,MD 20742, USA",53e9aa6db7602d97033e3b1a
Ben Shneiderman,2009,3,"University of Maryland, College Park, MD, USA",53e9aa73b7602d97033e7474
Elizabeth Churchill,2009,3,"Yahoo Research, Santa Clara, CA, USA",53e9aa73b7602d97033e7474
Gerhard Fischer,2009,3,"University of Colorado, boulder, CO, USA",53e9aa73b7602d97033e7474
Ken Goldberg,2009,3,"University of California, Berkeley, CA, USA",53e9aa73b7602d97033e7474
Soon Tee Teoh,2003,56,"University of California, Davis",53e9aa8eb7602d970340aa1e
Kwan-Liu Ma,2003,56,"University of California, Davis",53e9aa8eb7602d970340aa1e
S. Felix Wu,2003,56,"University of California, Davis",53e9aa8eb7602d970340aa1e
Ben Shneiderman,1973,4,Indiana University,53e9aa95b7602d970340b8f4
Tiziana Catarci,1995,3,,53e9aa95b7602d970340d8f8
Maria Francesca Costabile,1995,3,,53e9aa95b7602d970340d8f8
Isabel F. Cruz,1995,3,,53e9aa95b7602d970340d8f8
Yannis E. Ioannidis,1995,3,,53e9aa95b7602d970340d8f8
Ben Shneiderman,1995,3,,53e9aa95b7602d970340d8f8
Maria M. Klawe,2005,54,"Princeton University, Princeton, NJ",53e9aaa3b7602d970341fb40
Ben Shneiderman,2005,54,"University of Maryland, College Park, MD",53e9aaa3b7602d970341fb40
Christopher Plaue,2007,38,"Georgia Institute of Technology, Atlanta, GA",53e9aab0b7602d970342ab20
John Stasko,2007,38,"Georgia Institute of Technology, Atlanta, GA",53e9aab0b7602d970342ab20
Kenneth Moreland,2012,11,"Sandia Nat. Labs., Albuquerque, NM, USA|c|",53e9aabdb7602d970343a9d1
Brad King,2012,11,"Kitware Inc, Clifton Park, NY 12065 USA",53e9aabdb7602d970343a9d1
Robert Maynard,2012,11,"Kitware Inc, Clifton Park, NY 12065 USA",53e9aabdb7602d970343a9d1
Kwan-Liu Ma,2012,11,"Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA",53e9aabdb7602d970343a9d1
Kwan-Liu Ma,2007,65,University of California at Davis,53e9aac3b7602d970343f75a
Soon Tee Teoh,2004,3,University of California at Davis,53e9aae6b7602d9703467fdf
Kwan-Liu Ma,2004,3,University of California at Davis,53e9aae6b7602d9703467fdf
Kwan-Liu Ma,2003,22,"Department of Computer Science, University of California at Davis, 2063 Engineering II, One Shields Avenue, Davis, CA 95616 8562, USA",53e9aaecb7602d970346b2d6
Eric B. Lum,2003,22,"Department of Computer Science, University of California at Davis, 2063 Engineering II, One Shields Avenue, Davis, CA 95616 8562, USA",53e9aaecb7602d970346b2d6
Shigeru Muraki,2003,22,"National Institute of Advanced Industrial Science and Technology (AIST), Aomi 2-41-6, Koto-Ku, Tokyo 135-0064, Japan",53e9aaecb7602d970346b2d6
Ben Shneiderman,2002,16,"University of Maryland, College Park, MD",53e9aafab7602d970347bc5d
Gary Marchionini,2004,0,,53e9ab00b7602d9703480a02
Stephanie W. Haas,2004,0,,53e9ab00b7602d9703480a02
Ben Shneiderman,2004,0,,53e9ab00b7602d9703480a02
Catherine Plaisant,2004,0,,53e9ab00b7602d9703480a02
Carol A. Hert,2004,0,,53e9ab00b7602d9703480a02
Nicholas Violi,2011,13,,53e9ab2cb7602d97034b8e74
Ben Shneiderman,2011,13,,53e9ab2cb7602d97034b8e74
Art Hanson,2011,13,,53e9ab2cb7602d97034b8e74
P. J. Rey,2011,13,,53e9ab2cb7602d97034b8e74
Ke Zhang,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
Soon-Tee Teoh,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
Shih-Ming Tseng,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
Rattapon Limprasittipom,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
Kwan-Liu Ma,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
S. Felix Wu,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
Chen-Nee Chuah,2005,8,University of California at Davis,53e9ab32b7602d97034bd138
Ben Shneiderman,1995,142,"Univ. of Maryland, College Park",53e9ab3db7602d97034cb583
Maryann Alavi,1995,142,"Univ. of Maryland, College Park",53e9ab3db7602d97034cb583
Kent Norman,1995,142,"Univ. of Maryland, College Park",53e9ab3db7602d97034cb583
Ellen Yu Borkowski,1995,142,"Univ. of Maryland, College Park",53e9ab3db7602d97034cb583
Makoto Konishi,2001,1,"Univ Maryland, Inst Adv Comp Studies, Human Comp Interact Lab, College Pk, MD 20742 USA",53e9ab3eb7602d97034ce857
Catherine Plaisant,2001,1,"Univ Maryland, Inst Adv Comp Studies, Human Comp Interact Lab, College Pk, MD 20742 USA",53e9ab3eb7602d97034ce857
Ben Shneiderman,2001,1,"Univ Maryland, Inst Adv Comp Studies, Human Comp Interact Lab, College Pk, MD 20742 USA",53e9ab3eb7602d97034ce857
Aleksander Stompel,2002,36,"California Univ., Davis, CA, USA|c|",53e9ab49b7602d97034ddb1d
Eric B. Lum,2002,36,"Univ Calif Davis, Davis, CA 95616 USA",53e9ab49b7602d97034ddb1d
Kwan-Liu Ma,2002,36,"Univ Calif Davis, Davis, CA 95616 USA",53e9ab49b7602d97034ddb1d
Hiroshi Akiba,2007,74,"University of California, Davis",53e9ab55b7602d97034e77a6
Kwan-Liu Ma,2007,74,"University of California, Davis",53e9ab55b7602d97034e77a6
Jacqueline H. Chen,2007,74,Sandia National Labs,53e9ab55b7602d97034e77a6
Evatt R. Hawkes,2007,74,Sandia National Labs,53e9ab55b7602d97034e77a6
Galileo Namata,2007,53,"University of Maryland: College Park, College Park",53e9ab6fb7602d970350ec93
Brian Staats,2007,53,"University of Maryland: College Park, College Park",53e9ab6fb7602d970350ec93
Lise Getoor,2007,53,"University of Maryland: College Park, College Park",53e9ab6fb7602d970350ec93
Ben Shneiderman,2007,53,"University of Maryland: College Park, College Park",53e9ab6fb7602d970350ec93
Ben Shneiderman,2004,0,"University of Maryland, College Park",53e9ab6fb7602d970351211d
Jonathan Lazar,2003,19,,53e9ab7db7602d9703521cc0
Adam Jones,2003,19,,53e9ab7db7602d9703521cc0
Katie Bessière,2003,19,,53e9ab7db7602d9703521cc0
Irina Ceaparu,2003,19,,53e9ab7db7602d9703521cc0
Ben Shneiderman,2003,19,,53e9ab7db7602d9703521cc0
Yingcai Wu,2009,13,"The Department of Computer Science and Engineering at The Hong Kong University of Science and  Technology, Clear Water Bay,Kowloon, Hong Kong.",53e9ab97b7602d970354237e
Ka-Kei Chung,2009,13,"The Department of Computer Science and Engineering at The Hong Kong University of Science and  Technology, Clear Water Bay,Kowloon, Hong Kong.",53e9ab97b7602d970354237e
Huamin Qu,2009,13,"The Department of Computer Science and Engineering at The Hong Kong University of Science and  Technology, Clear Water Bay,Kowloon, Hong Kong.",53e9ab97b7602d970354237e
Xiaoru Yuan,2009,13,"The Key Laboratory of Machine Perceptio (Ministry of Education) and School of EECS, Peking University, Beijing, P.R. China",53e9ab97b7602d970354237e
S C Cheung,2009,13,"The Department of Computer Science and Engineering at The Hong Kong University of Science and  Technology, Clear Water Bay,Kowloon, Hong Kong.",53e9ab97b7602d970354237e
Ben Shneiderman,1997,502,"Univ. of Maryland, College Park",53e9aba4b7602d9703551cb0
Pattie Maes,1997,502,"Massachusetts Institute of Technology, Cambridge",53e9aba4b7602d9703551cb0
Hyunmo Kang,2008,91,"University of Maryland , College Park",53e9abb2b7602d970355ee4a
Lise Getoor,2008,91,"University of Maryland at College Park, College Park",53e9abb2b7602d970355ee4a
Ben Shneiderman,2008,91,"University of Maryland at College Park, College Park",53e9abb2b7602d970355ee4a
Mustafa Bilgic,2008,91,"University of Maryland at College Park, College Park",53e9abb2b7602d970355ee4a
Louis Licamele,2008,91,"University of Maryland at College Park, College Park",53e9abb2b7602d970355ee4a
Ben Shneiderman,2000,636,"Univ. of Maryland, College Park",53e9abc4b7602d97035762a1
Ben Shneiderman,1990,32,"Dept of Computer Science, University of Maryland, College Park MD",53e9abc9b7602d970357db23
Awalin Sopan,2012,36,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA",53e9abe5b7602d97035a4a98
P. J. Rey,2012,36,"Univ Maryland, Dept Sociol, College Pk, MD 20742 USA",53e9abe5b7602d97035a4a98
Brian Butler,2012,36,"Univ Maryland, Coll Informat Studies\, College Pk, MD 20742 USA",53e9abe5b7602d97035a4a98
Ben Shneiderman,2012,36,"Univ Maryland, Dept Comp Sci, College Pk, MD 20742 USA",53e9abe5b7602d97035a4a98
Ben Shneiderman,1976,281,"Computer Science Department,Indiana University,Bloomington",53e9abf7b7602d97035b8ea8
Ben Shneiderman,1977,270,"Univ. of Maryland, College Park",53e9abfeb7602d97035be356
Richard Mayer,1977,270,"Univ. of California, Santa Barbara, Santa Barbara",53e9abfeb7602d97035be356
Don McKay,1977,270,"Indiana Univ., Bloomington",53e9abfeb7602d97035be356
Peter Heller,1977,270,"Indiana Univ., Bloomington",53e9abfeb7602d97035be356
Wei-Hsien Hsu,2009,33,"University of California, Davis One Shields Avenue Davis CA 95616 USA",53e9abfeb7602d97035c1ae7
Jianqiang Mei,2009,33,"University of California, Davis One Shields Avenue Davis CA 95616 USA",53e9abfeb7602d97035c1ae7
Carlos D. Correa,2009,33,"University of California, Davis One Shields Avenue Davis CA 95616 USA",53e9abfeb7602d97035c1ae7
Kwan-Liu Ma,2009,33,"University of California, Davis One Shields Avenue Davis CA 95616 USA",53e9abfeb7602d97035c1ae7
Eser Kandogan,1998,6,,53e9ac05b7602d97035c3529
Ben Shneiderman,1998,6,,53e9ac05b7602d97035c3529
Ming-Yuen Chan,2009,69,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",53e9ac12b7602d97035d7001
Yingcai Wu,2009,69,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",53e9ac12b7602d97035d7001
Wai-Ho Mak,2009,69,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",53e9ac12b7602d97035d7001
Wei Chen,2009,69,"State Key Lab of CAD&CG, Zhejiang University",53e9ac12b7602d97035d7001
Huamin Qu,2009,69,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",53e9ac12b7602d97035d7001
Yubo Zhang,2013,36,"UC Davis, Davis",53e9ac2eb7602d97035f06bb
Zhao Dong,2013,36,"Cornell University, Ithaca",53e9ac2eb7602d97035f06bb
Kwan-Liu Ma,2013,36,"UC Davis, Davis",53e9ac2eb7602d97035f06bb
Jean Scholtz,1999,3,,53e9ac2eb7602d97035f195f
Ben Shneiderman,1999,3,,53e9ac2eb7602d97035f195f
H Akiba,2010,42,"University of California, Davis",53e9ac33b7602d97035f6fd1
Chaoli Wang,2010,42,"University of California, Davis",53e9ac33b7602d97035f6fd1
Kwan-Liu Ma,2010,42,"University of California, Davis",53e9ac33b7602d97035f6fd1
Christopher Ahlberg,1992,763,"Chalmers University of Technology, S-412 96 Göteborg, Sweden",53e9ac39b7602d9703604279
Christopher Williamson,1992,763,"Human-Computer Interaction Laboratory, Center for Automation Research and Computer Science Department, University of Maryland",53e9ac39b7602d9703604279
Ben Shneiderman,1992,763,Department of Computer Science,53e9ac39b7602d9703604279
Hiroshi Akiba,2006,74,"Department of Computer Science, University of California at Davis",53e9ac48b7602d9703618195
Nathaniel Fout,2006,74,"Department of Computer Science, University of California at Davis",53e9ac48b7602d9703618195
Kwan-Liu Ma,2006,74,"Department of Computer Science, University of California at Davis",53e9ac48b7602d9703618195
Carsten Görg,2013,122,"Univ Colorado, Computat Biosci Program, Mail Stop 8303,12801 E 17th Ave, Aurora, CO 80045 USA",53e9ac7bb7602d9703653a58
Zhicheng Liu,2013,122,"Stanford Univ, Dept Comp Sci, Stanford, CA 94305 USA",53e9ac7bb7602d9703653a58
Jaeyeon Kihm,2013,122,"Cornell CIS, Ithaca, NY 14850 USA",53e9ac7bb7602d9703653a58
Jaegul Choo,2013,122,"Georgia Inst Technol, Sch Computat Sci & Engn, Coll Comp, Atlanta, GA 30332 USA",53e9ac7bb7602d9703653a58
Haesun Park,2013,122,"Georgia Inst Technol, Sch Computat Sci & Engn, Coll Comp, Atlanta, GA 30332 USA",53e9ac7bb7602d9703653a58
John Stasko,2013,122,"Georgia Inst Technol, Sch Interact Comp, Atlanta, GA 30332 USA",53e9ac7bb7602d9703653a58
James Shearer,2008,17,"Visualization and Interaction Design Innovation lab, University of California, Davis CA 95616",53e9ac89b7602d970365eb4d
Kwan-Liu Ma,2008,17,"Visualization and Interaction Design Innovation lab, University of California, Davis CA 95616",53e9ac89b7602d970365eb4d
Toby Kohlenberg,2008,17,"Intel Corporation,",53e9ac89b7602d970365eb4d
Nathaniel Fout,2005,42,"University of California, Davis",53e9ac8eb7602d970366397a
Kwan-Liu Ma,2005,42,"University of California, Davis",53e9ac8eb7602d970366397a
James Ahrens,2005,42,Los Alamos National Laboratory,53e9ac8eb7602d970366397a
Runzhen Huang,2003,66,University of California at Davis,53e9aca1b7602d970367ddb2
Kwan-Liu Ma,2003,66,University of California at Davis,53e9aca1b7602d970367ddb2
Patrick McCormick,2003,66,Los Alamos National Laboratory,53e9aca1b7602d970367ddb2
William Ward,2003,66,Los Alamos National Laboratory,53e9aca1b7602d970367ddb2
Gerhard Fischer,2009,15,"L3D Center, University of Colorado, Boulder, USA",53e9aca7b7602d9703685b23
Pamela Jennings,2009,15,"Banff New Media Institute, Banff, Canada",53e9aca7b7602d9703685b23
Mary Lou Maher,2009,15,"NSF, Washington, USA",53e9aca7b7602d9703685b23
Mitchel Resnick,2009,15,"MIT, Cambridge, MA, USA",53e9aca7b7602d9703685b23
Ben Shneiderman,2009,15,"University of Maryland, College Park, MD , USA",53e9aca7b7602d9703685b23
Hongfeng Yu,2008,143,University of California at Davis,53e9acaeb7602d970368a4d8
Chaoli Wang,2008,143,University of California at Davis,53e9acaeb7602d970368a4d8
Kwan-Liu Ma,2008,143,University of California at Davis,53e9acaeb7602d970368a4d8
Helwig Hauser,2013,1,University of Bergen,53e9acb5b7602d9703691887
Stephen Kobourov,2013,1,University of Science and Technology,53e9acb5b7602d9703691887
Huamin Qu,2013,1,Hong Kong University of Science and Technology,53e9acb5b7602d9703691887
Yu-Hsuan Chan,2010,71,,53e9acb5b7602d9703691f9a
Carlos D. Correa,2010,71,,53e9acb5b7602d9703691f9a
Kwan-Liu Ma,2010,71,,53e9acb5b7602d9703691f9a
Egemen Tanin,1996,48,University of Maryland,53e9acbcb7602d970369b25e
Richard Beigel,1996,48,"University of Maryland, and Yale",53e9acbcb7602d970369b25e
Ben Shneiderman,1996,48,University of Maryland,53e9acbcb7602d970369b25e
Conglei Shi,2012,114,Hong Kong University of Science and Technology,53e9accbb7602d97036a89c0
Weiwei Cui,2012,114,Microsoft Research Aisa,53e9accbb7602d97036a89c0
Shixia Liu,2012,114,Microsoft Research Aisa,53e9accbb7602d97036a89c0
Panpan Xu,2012,114,Hong Kong University of Science and Technology,53e9accbb7602d97036a89c0
Wei Chen,2012,114,Zhe Jiang University,53e9accbb7602d97036a89c0
Huamin Qu,2012,114,Hong Kong University of Science and Technology,53e9accbb7602d97036a89c0
Yuzuru Tanahashi,2012,29,University of California Davis,53e9acdab7602d97036b7ad5
James R. Rowland,2012,29,"AT & T Labs -- Research, New Jersey",53e9acdab7602d97036b7ad5
Stephen C. North,2012,29,"AT & T Labs -- Research, New Jersey",53e9acdab7602d97036b7ad5
Kwan-Liu Ma,2012,29,University of California Davis,53e9acdab7602d97036b7ad5
Ben Shneiderman,1989,72,"UNIV MARYLAND,DEPT COMP SCI,COLLEGE PK,MD 20742, USA",53e9ace8b7602d97036c5e2d
Dorothy Brethauer,1989,72,"UNIV MARYLAND,HUMAN COMP INTERACT LAB,COLLEGE PK,MD 20742",53e9ace8b7602d97036c5e2d
Catherine Plaisant,1989,72,"UNIV MARYLAND,HUMAN COMP INTERACT LAB,COLLEGE PK,MD 20742",53e9ace8b7602d97036c5e2d
Richard Potter,1989,72,"UNIV MARYLAND,HUMAN COMP INTERACT LAB,COLLEGE PK,MD 20742",53e9ace8b7602d97036c5e2d
Kwan-Liu Ma,1993,34,"Department of Computer Science, University of Utah, Salt Lake City, UT 84112 USA",53e9ad26b7602d970370976e
James S. Painter,1993,34,"Department of Computer Science, University of Utah, Salt Lake City, UT 84112 USA",53e9ad26b7602d970370976e
Ben Shneiderman,2011,12,"University of Maryland, College Park, MD, USA. E-mail: ben@cs.umd.edu",53e9ad2db7602d970370f264
Ben Shneiderman,2007,104,"Univ Maryland, College Pk, MD 20742 USA",53e9ad4eb7602d97037339c9
Chaoli Wang,2008,224,"University of California, Davis",53e9ad56b7602d970373cead
Hongfeng Yu,2008,224,"University of California, Davis",53e9ad56b7602d970373cead
Kwan-Liu Ma,2008,224,"University of California, Davis",53e9ad56b7602d970373cead
James Eagan,2001,31,"Georgia Inst Technol, Coll Comp, GVU Ctr, Atlanta, GA 30332 USA",53e9ad72b7602d9703761360
Mary Jean Harrold,2001,31,"Georgia Inst Technol, Coll Comp, GVU Ctr, Atlanta, GA 30332 USA",53e9ad72b7602d9703761360
James A. Jones,2001,31,"Georgia Inst Technol, Coll Comp, GVU Ctr, Atlanta, GA 30332 USA",53e9ad72b7602d9703761360
John Stasko,2001,31,"Georgia Inst Technol, Coll Comp, GVU Ctr, Atlanta, GA 30332 USA",53e9ad72b7602d9703761360
Ben Shneiderman,2008,178,"University of Maryland, College Park, MD, USA",53e9ad77b7602d970376b18f
Dugald Ralph Hutchings,2010,0,"Elon University, Elon, NC",53e9ad7cb7602d970376c3d3
John Stasko,2010,0,"Georgia Institute of Technology, Atlanta, GA",53e9ad7cb7602d970376c3d3
Huamin Qu,2006,51,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Kowloon, Hong Kong",53e9ad9eb7602d970379c6e5
